GEOID,sovi,rank
g17039,-1.1900201382664122,2195.0
g17041,-0.6393309740401455,1935.0
g17043,-5.114221420856069,3028.0
g17045,1.1683957198403725,950.0
g17047,-1.0413835543609942,2118.0
g17049,-1.7848696567234132,2425.0
g17051,-0.7790829811276017,2004.0
g17053,0.7111265659659409,1188.0
g17055,1.895409735379707,631.0
g17057,0.20513938468838128,1463.0
g17059,1.865087871084835,642.0
g17061,-0.4036916603935566,1819.0
g17063,-3.3834733779225834,2840.0
g17065,-0.613705484716427,1926.0
g17067,0.8750099384604786,1095.0
g17069,1.7797116040207293,685.0
g17071,-0.0284907384135607,1588.0
g17073,-0.9147270998310478,2071.0
g17075,1.180438978567575,948.0
g17077,-0.08894024613308638,1628.0
g17079,-1.5526523535002703,2340.0
g17081,-0.3108521032827398,1763.0
g17083,-1.2550304612947674,2235.0
g17085,0.7558495978060218,1161.0
g17087,-3.148858036992948,2789.0
g17089,-2.3827843357786236,2593.0
g17091,0.38434325839836603,1375.0
g17093,-6.612243860100168,3106.0
g17095,1.9348841531304752,618.0
g17097,-4.815564923315284,3007.0
g17099,-0.1693054207024165,1682.0
g17101,-2.862289250804026,2723.0
g17103,-0.692616670784463,1961.0
g17105,-1.107432733964277,2154.0
g17107,1.2113029791181036,926.0
g17109,-0.488008030911272,1861.0
g17111,-5.326638122138154,3043.0
g17113,-2.9895148275479064,2748.0
g17115,0.9614459322825775,1049.0
g17117,0.04099223811316133,1558.0
g17119,-1.1457917725263385,2173.0
g17121,1.5124360261811098,806.0
g17123,0.5642486606215049,1268.0
g17125,0.7435495727644001,1168.0
g17127,2.233357083967632,511.0
g17129,-0.7767749110071123,2003.0
g17131,-1.1182407308544773,2159.0
g17133,-4.000357068022895,2932.0
g17135,1.0094945635934613,1030.0
g17137,1.0778524178080586,994.0
g17139,-0.31466909445637214,1766.0
g17141,-1.4524241570523668,2306.0
g17143,-0.40165126988582545,1817.0
g17145,-1.5526117700334998,2339.0
g17147,-2.72760792580475,2690.0
g17149,1.7013301494699598,724.0
g17151,3.3891944539856196,270.0
g17153,3.149580630504234,311.0
g17155,-2.313744545269256,2576.0
g17157,-2.110095686881626,2525.0
g17159,-0.2396375368274069,1718.0
g17161,1.1417318314958957,969.0
g17163,0.309176296654889,1415.0
g17165,1.8090069043626371,672.0
g17167,-0.7968306914214995,2009.0
g17169,-1.474116881282628,2313.0
g17171,-0.4814775056421237,1859.0
g17173,-0.666065547083711,1945.0
g17175,-0.029309013720876465,1590.0
g17177,1.9720896163064654,601.0
g17179,-1.787223327441617,2426.0
g17181,1.4615233013214093,820.0
g17183,1.528040956656048,799.0
g17185,-0.007512474242261147,1580.0
g17187,2.7783930484899124,377.0
g17189,-1.9465100597069267,2472.0
g17191,-0.7336132956517253,1983.0
g17193,2.6111482824750443,414.0
g17195,0.7641110666635413,1158.0
g17197,-4.732887267924573,3002.0
g17199,0.9246404934712691,1065.0
g17201,0.6508552989608718,1221.0
g17203,-2.903514633367225,2733.0
g18001,-0.27127055134218425,1741.0
g18003,-1.1224515437148104,2161.0
g18005,-2.373935323491466,2588.0
g18007,0.06708799839545276,1547.0
g18009,0.974401968133559,1042.0
g18011,-5.680803233004738,3063.0
g18013,-0.3153527950332944,1767.0
g18015,-1.5691185280470106,2345.0
g18017,0.7392452869152925,1172.0
g18019,-0.717326632988982,1977.0
g18021,-0.30460215655838907,1759.0
g18023,0.8107902919388037,1133.0
g18025,-0.8555082212249188,2044.0
g18027,-0.6715093927626663,1948.0
g18029,-2.9987883842717045,2752.0
g18031,-1.4197266636307906,2292.0
g18033,-2.5682456803457003,2644.0
g18035,1.8322718403928173,656.0
g18037,-2.653183852400848,2674.0
g18039,-0.8726869498710744,2051.0
g18041,2.524433680689278,433.0
g18043,-1.0780522044881788,2138.0
g18045,-1.0678135296203,2133.0
g18047,-3.1862417508952317,2797.0
g18049,-2.1176785922050767,2528.0
g18051,-2.2631308209941103,2561.0
g18053,2.1258558492863777,541.0
g18055,-0.8786554924608012,2056.0
g18057,-7.536267833525528,3119.0
g18059,-3.7401565483442414,2895.0
g18061,-3.0071389876756722,2756.0
g18063,-5.338325141345109,3044.0
g18065,-0.2697673181144955,1740.0
g18067,0.9214814484724271,1068.0
g18069,-0.8428342075118875,2033.0
g18071,-1.459287892275369,2310.0
g18073,-2.8177829144199724,2712.0
g18075,0.09117201410414949,1530.0
g18077,0.2742549141630488,1431.0
g18079,-2.528905737255827,2631.0
g18081,-3.347345143291748,2832.0
g18083,-0.11589975214825055,1646.0
g18085,-2.7008445927741445,2683.0
g18087,-0.5189350246183271,1881.0
g18089,0.8927440095342171,1083.0
g18091,-1.3017977594857184,2254.0
g18093,-0.15876665731846917,1673.0
g18095,0.7176810489314724,1183.0
g18097,0.7846946581101091,1146.0
g18099,-1.1041364008777559,2151.0
g18101,-2.1224981025651553,2530.0
g18103,-1.8655139850912756,2446.0
g18105,-2.034302790666209,2501.0
g18107,-0.7275528640856362,1981.0
g18109,-2.7868135672242893,2704.0
g18111,-1.2730209808446726,2240.0
g18113,-1.2978894742804883,2253.0
g18115,-0.6631247679341499,1943.0
g18117,-0.386992206573892,1807.0
g18119,-1.871262224220665,2448.0
g18121,-1.0298982408989992,2109.0
g18123,-2.4583773628296086,2613.0
g18125,-2.4960266453586484,2625.0
g18127,-3.2565089224231922,2810.0
g18129,-3.078507493309244,2775.0
g18131,-1.1088579602380033,2156.0
g18133,-3.550792423579635,2863.0
g18135,-0.11946554128262041,1649.0
g18137,-0.792570453211671,2007.0
g18139,-1.1060534294155995,2153.0
g18141,0.017353094519284795,1572.0
g18143,-1.2042758620188418,2210.0
g18145,-0.9653664561279371,2087.0
g18147,-2.885873031595046,2725.0
g18149,-0.215117704864213,1702.0
g18151,-2.4210547453777678,2603.0
g18153,-2.5069561658681776,2626.0
g18155,0.00028081681133351744,1579.0
g18157,-2.6416943592322957,2670.0
